System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec
K,1,0,0,S268,6.55469e-05,114.371,-6.49737e-05,14,152,5.31428e-05,5.78324e-07,0.0302456

S,1,0,0,CVXQP1S,1.62175,0.000139918,11589.1,231,2487,9.88044e-05,9.70444e-07,11.7683
S,1,2,0,CVXQP3S,2.13178,0.00017849,11941.3,3484,50000,0.00028115,2.79965e-08,301.581
K,0,2,0,DUALC2,37702.3,10.6165,-34151,274,50047,0.166014,6109.61,19.6775
K,1,1,0,DUALC5,0.146611,0.000343163,427.086,4000,15975,0.000400001,1.16941e-08,10.3123
K,1,2,0,PRIMALC1,23.8349,0.00387229,-6131.42,780,50185,0.000936318,6.20117e-05,54.0861
S,1,2,1,PRIMALC8,0.0373481,2.03983e-06,-18309.4,749,50161,4.50233,7.31976,58.8967

S,1,1,0,CVXQP1S,15.0753,0.00130064,11575.6,4000,4419,0.000925653,6.43785e-08,52.5648
S,1,1,0,CVXQP3S,8.43944,0.000706618,11935,4000,4022,0.00180796,8.1298e-09,57.3902
K,0,2,1,DUALC2,101763,28.655,-98211.3,493,50115,1.76554,9.25342e-05,21.3765
K,1,1,0,DUALC5,3.21473,0.00752455,424.018,4000,11619,0.00251878,8.42279e-08,9.24697

S,1,2,0,CVXQP1S,1.80966,0.00015613,11588.9,3087,50017,0.000110508,1.10321e-08,238.01

S,1,0,0,CVXQP1S,1.63305,0.000140893,11589.1,253,1208,9.95295e-05,8.09253e-07,7.104

S,1,0,0,CVXQP1S,1.6252,0.000140216,11589.1,333,1736,9.90675e-05,9.41608e-07,11.4577
S,1,1,0,CVXQP3S,2.04956,0.000171606,11941.4,4000,47617,0.000265739,2.58768e-08,305.819
K,0,2,0,DUALC2,116451,32.791,-112900,520,50034,0.450349,4.276e-05,20.5702
K,1,1,0,DUALC5,1.18043,0.00276297,426.052,4000,16557,0.00182734,1.63906e-07,11.1037
K,0,2,1,PRIMALC1,2336.83,0.379649,-3818.42,1964,50032,1452.07,7.23715e-05,59.1667
S,0,2,1,PRIMALC8,2623.96,0.143312,-20933.4,2152,50005,1020.61,5.30884e-05,49.2253
S,1,2,0,QBRANDY,6.01733,0.000212064,28369.1,852,50018,0.0050594,2.54512e-06,251.727
S,0,1,0,QGROW7,2.03598e+06,0.0475711,-4.07627e+07,4000,8010,0.0781892,9.4134e-07,76.9187
K,1,2,0,QISRAEL,1069.52,4.21936e-05,2.53468e+07,438,50177,0.460135,0.050226,127.836
S,1,2,0,QPCBLEND,0.000460277,0.0586898,-0.00830282,286,50195,0.0236617,0.00165352,39.5217
K,0,2,1,QSHARE2B,3744.61,0.319951,7959.08,279,50091,465.615,0.000595656,58.8595
S,0,3,0,S268,0.044027,76821.6,0.0440276,26,313,0.0161288,0.0068203,0.0271578



K,1,3,0,S268,0.000201305,351.253,-0.000200732,63,1511,0.000168851,1.13202e-05,0.170651

K,1,0,0,S268,0.000120758,210.708,-0.000120185,22,131,9.9343e-05,5.47628e-07,0.0312127

