System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,Krylov_iter,fact,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
S,1,0,0,LOTSCHD,0.00352748,1.47075e-06,2398.41,14,76,441,2,5.37483e-07,2.17503e-07,0.000595208,0
S,1,0,0,MOSARQP1,6.18987e-06,6.49599e-09,-952.875,21,83,3434,10,9.36557e-07,1.4564e-07,0.187317,0
S,1,0,0,MOSARQP2,0.000268782,1.68254e-07,-1597.48,15,45,589,13,7.90501e-07,7.66394e-08,0.0209685,0
S,0,0,0,POWELL20,7.8147e+09,0.150024,4.42749e+10,254,1972,2298,897,9.93978e-07,6.52172e-08,4.14028,0
S,1,0,0,PRIMAL1,5.25976e-10,1.50223e-08,-0.035013,5,10,10,8,1.9258e-08,1.28547e-09,0.00377667,0
S,1,0,0,PRIMAL2,7.10518e-10,2.10626e-08,-0.0337337,4,13,13,10,3.60179e-08,1.96959e-09,0.00703425,0
S,1,0,0,PRIMAL3,5.51647e-09,4.06352e-08,-0.135756,5,24,2,24,4.9336e-07,2.34144e-07,0.0284496,0
S,1,0,0,PRIMAL4,2.71624e-08,3.64063e-08,-0.746091,5,27,16,22,2.21934e-07,5.81822e-09,0.020104,0
S,1,0,0,PRIMALC1,0.0025251,4.10236e-07,-6155.25,73,389,535,10,9.7572e-07,2.76228e-05,0.013944,0
S,1,0,0,PRIMALC2,0.0156778,4.41467e-06,-3551.32,43,154,203,10,9.13248e-07,1.82606e-06,0.00457058,0
S,1,0,0,PRIMALC5,0.0135719,3.17671e-05,-427.219,65,436,2038,11,7.61751e-07,3.65013e-06,0.0237127,0
S,1,0,0,PRIMALC8,0.000979801,5.35135e-08,-18309.4,140,920,4191,15,9.64888e-07,1.95832e-06,0.0782772,0
S,1,0,0,Q25FV47,200.238,1.45686e-05,1.37442e+07,2453,20065,498046,515,6.25937e-07,0.000112279,162.621,102
S,1,0,0,QADLITTL,6.65862,1.38629e-05,480312,50,279,5761,30,9.08641e-07,8.45019e-06,0.0255956,0
S,1,0,0,QAFIRO,0.000223058,0.000140219,-1.59056,13,83,845,7,8.89142e-07,3.34996e-06,0.00177971,0
S,1,0,0,QBANDM,0.000248202,1.51784e-08,16352.3,90,617,22267,50,4.16233e-07,7.72342e-06,0.553736,0
S,1,0,0,QBEACONF,0.859336,5.2172e-06,164713,297,2184,25984,14,6.79206e-07,1.58711e-05,0.417607,0
S,1,0,0,QBORE3D,0.014405,4.64647e-06,3100.22,1509,11885,46364,68,1.5171e-07,1.51642e-05,0.886697,0
S,1,0,0,QBRANDY,0.0742163,2.61554e-06,28375.2,41,206,9605,70,9.46972e-07,5.30503e-06,0.219629,0
S,0,4,0,QCAPRI,1.14712e+06,0.0171741,6.56462e+07,36045,345882,3203644,176749,3.9034e-05,8.84418e-05,180.003,11621
S,1,0,0,QE226,8.16633e-05,3.8402e-07,212.654,50,256,5016,120,4.07676e-08,1.394e-06,0.205921,0
