name,ssn_solved,ssn_status,pmm_iter,ssn_iter,ssn_obj,pmm_tol_achieved,ssn_time,ssn_avg_ram_mb,qpalm_solved,qpalm_status,qpalm_iter,qpalm_inner_iter,qpalm_obj,qpalm_tol_achieved,qpalm_time,qpalm_avg_ram_mb,osqp_solved,osqp_status,osqp_iter,osqp_obj,osqp_tol_achieved,osqp_time,osqp_avg_ram_mb
CONT-101,0,4,273,10041,0.19552732467676193,2.4228671854441732e-05,60.139101791,45.1001539408867,1,1,6,123,0.19529107611552288,3.0681724424076485e-06,3.3172943740000003,132.66462053571428,1,1,10925,0.19552935040573538,6.893371354408539e-07,16.203488708,99.32343177655677
CONT-200,0,4,135,5008,-4.684875920398989,0.00035674097632602093,60.068917333,271.642210591133,1,1,5,15,-4.685169773951925,3.576763681920993e-06,1.662285081,296.71205357142856,0,8,7052,-3.1744090226918944,0.016198744281811485,60.008891791,224.39284604870775
CONT-201,0,4,5,246,-0.06335495439902847,0.129328105783273,76.594986875,281.41864349341597,0,-5,5,247,-0.05762420399216573,0.09447255277346868,60.009309456000004,287.9115714461994,0,8,7105,1.8076680269648908,0.0167151850289928,60.007434040999996,212.2828963717694
CONT-300,0,4,2,100,-0.009009882653404168,0.016980674163565218,74.171789,493.85419164668264,0,-5,2,45,-0.0999150082417476,0.03513126365813165,60.968892624,415.3813561893204,0,8,2528,7.065371672237313,0.34461152594982253,60.011537540999996,382.98018100403635
CVXQP1L,0,4,7,24,14066897.68252811,0.6537978410374826,63.342757584,293.07449672284645,0,-5,38,136,108653798.55678344,21344.410809853405,61.046926166,179.01501937984497,1,1,8400,108704777.01418243,0.007739011209907165,55.961140416,130.25577078833695
CVXQP1M,1,0,211,8522,750157.2241964717,9.937022809890917e-07,7.688091708,116.5998798076923,1,1,24,80,1087510.493655371,4.380016277314255e-06,0.14131812500000002,104.515625,1,1,625,1087511.554541954,0.0004862286546283133,0.092882499,103.0
CVXQP1S,1,0,25,155,8114.700123293846,4.7554631651837365e-07,0.019528542000000003,103.609375,1,1,13,37,11590.718060485195,1.6596443610794598e-06,0.001065831,100.28125,1,1,425,11590.717496574516,0.0008509395608603309,0.0017819160000000001,100.09375
CVXQP2L,0,4,10,32,17492457.783263337,0.538186811236532,60.460739417,204.27208047105006,1,1,30,113,81842458.0463713,3.2332649758278393e-06,40.782455541,166.98260613207546,1,1,1650,81842458.26015085,6.960729992354149e-05,9.088247499,151.32572115384616
CVXQP2M,1,0,26,282,603141.5963673708,2.2430227135118102e-07,1.116974708,111.80642361111111,1,1,18,60,820155.4131144702,6.176776024359544e-06,0.086809956,102.9375,1,1,175,820155.4302829508,9.86869331481476e-05,0.023764083000000002,101.53125
CVXQP2S,1,0,20,132,6229.212684205937,3.500897105518622e-07,0.014906667,101.609375,1,1,13,35,8120.940202582617,2.9894142578729133e-06,0.000848165,101.0,1,1,75,8120.9404799686345,2.417171244380056e-05,0.000388833,100.65625
CVXQP3L,0,4,7,24,18404039.010289967,0.6723811416314532,64.67296241700001,287.2939076834862,0,-5,26,98,115458702.70602618,168264.8997980395,60.707169624,195.54978942871094,0,2,8026,115710655.91459867,0.06042798794287754,60.003808125,164.0308089717742
CVXQP3M,0,4,1655,80737,938721.1415307088,2.1112886374715998e-06,60.008374292,55.783777120315584,1,1,28,113,1362828.3891311693,7.10070703294005e-07,0.212677707,104.78125,1,1,3000,1362828.7028892862,0.00825832462459175,0.471835958,104.453125
CVXQP3S,1,0,41,819,8326.885833701323,7.542901571795698e-07,0.10383987500000001,101.90625,1,1,13,39,11943.432069999924,4.6227034311563386e-07,0.0013331660000000002,99.25,1,1,100,11943.431057830818,0.0005429048965229752,0.000659874,100.125
DPKLO1,0,-2,20,330,1e+20,1e+20,0.032789583000000004,101.328125,0,-3,10,40,0.0,11.86178311202819,0.002877498,101.21875,0,3,425,1e+30,1.264812104424721,0.0043524160000000004,101.1875
DTOC3,1,0,21,351,235.25950939233502,2.3761678456165615e-07,0.510176541,125.79296875,1,1,63,126,235.25594524888942,3.182060531791293e-07,0.247704332,141.265625,1,1,350,235.26226608649705,3.169136064684608e-09,0.150368875,125.09375
DUAL1,1,0,7,12,0.6540354951992611,2.7571815737689038e-08,0.0060489160000000005,102.21875,1,1,5,21,0.035012946828452435,5.92393485573422e-07,0.001325083,101.921875,1,1,50,0.0350129660096062,1.1735757621239687e-07,0.000644083,102.75
DUAL2,1,0,19,64,0.38169759147214427,4.4496931830123187e-07,0.012971333,102.8125,1,1,5,13,0.03373367841103344,5.526352853634779e-08,0.0010951650000000002,101.5,1,1,50,0.03373367619184395,8.551843232637011e-08,0.000821207,101.546875
DUAL3,1,0,29,43,0.9353863033020905,8.786191413632786e-07,0.021275500000000003,102.0625,1,1,5,15,0.13575574835334817,9.67961809123614e-07,0.001688457,101.609375,1,1,50,0.13575583620789974,2.2753632223728123e-07,0.001142708,101.03125
DUAL4,1,0,20,35,1.7761590918668393,7.748006663419354e-07,0.007957292,102.5625,1,1,6,15,0.746090432363693,5.948457377901318e-07,0.000727957,101.671875,1,1,50,0.7460908274281847,2.7668418488829187e-07,0.000543999,101.5
DUALC1,1,0,19,94,5858.76902034222,2.256301953646081e-07,0.003942834,101.46875,1,1,4,23,6138.272441608012,3.272041525947667,0.000536332,101.765625,1,1,700,6155.206621109025,0.2467804240673979,0.0033367080000000003,101.453125
DUALC2,1,0,7,34,5005.833112867629,1.372245483218803e-07,0.00099725,101.28125,1,1,3,15,3550.8232574552844,0.06332185420299345,0.00037604,100.15625,1,1,275,3551.3114210176377,0.0074792586293513635,0.0013232489999999999,101.4375
DUALC5,1,0,21,261,947.4733183767318,4.6614922525236165e-11,0.00625275,102.296875,1,1,3,8,426.5879814024128,0.0004881111785337967,0.000295832,101.390625,1,1,75,427.2323132275329,3.1711021341462787e-06,0.000617666,101.390625
DUALC8,1,0,13,305,98755.97078374159,4.793673076788981e-07,0.010866833,104.171875,1,1,4,16,18304.442542577093,0.0003570508417570405,0.0008158320000000001,101.0,1,1,75,18309.355283092387,0.010200102129238305,0.0010391250000000001,100.796875
EXDATA,0,4,3,150,1921.6710674688923,0.9837486606832011,70.832423084,565.0029997913189,1,1,7,260,-141.84343218931332,3.644195818191382e-06,5.552659291,343.19976478494624,1,1,1150,-141.84342941699765,1.2244061563748687e-05,3.534377374,276.21875
GENHS28,1,0,2,3,0.7491942189484369,5.446982519303115e-07,6.2167e-05,100.765625,1,1,3,6,0.9271741307488796,3.227389637108796e-07,4.0333e-05,99.25,1,1,50,0.9271736960999132,3.5902230077766717e-09,4.5416e-05,101.359375
GOULDQP2,1,0,27,252,2.5360858510348647,9.130311578791922e-10,0.09997191700000001,104.265625,1,1,8,39,0.00018426838465668575,2.51165804509807e-05,0.007020373,101.5625,1,1,2175,0.00018427067682943185,3.3626324349000924e-05,0.0382405,101.03125
GOULDQP3,1,0,18,51,-67.1620000270268,3.8106336573059e-08,0.0322775,103.15625,1,1,9,33,-29647.83721752834,8.692746439309974e-06,0.005212081,101.890625,1,1,50,-29647.837216027085,1.6314600638861325e-08,0.001298291,100.796875
HS118,1,0,19,64,664.8204499977559,2.6923659742243114e-07,0.000563584,101.359375,1,1,8,31,664.8204414358344,1.2980326753009308e-05,0.000141082,100.359375,1,1,675,664.8204396149034,1.8258031726503532e-06,0.000331832,99.171875
HS21,1,0,1,3,-99.95999993849063,6.638957078837547e-07,4e-05,101.59375,1,1,3,7,0.03999999995026208,1.2434472960245361e-09,2.2498e-05,99.0625,1,1,75,0.03999996951412155,7.621471061431369e-07,2.2458e-05,100.609375
HS268,1,0,2,4,47596.0004636037,6.296258673638327e-07,8.625e-05,101.21875,1,1,5,7,-14462.99960512596,0.006628919754078942,2.7624e-05,100.6875,1,1,250,-14462.999794079466,0.005304771692429691,9.1874e-05,100.203125
HS35,1,0,2,5,-1.518517930241484,7.239644182036562e-07,7.35e-05,99.78125,1,1,3,7,-8.888888905998193,7.699187213620706e-08,2.5832e-05,100.578125,1,1,50,-8.888888888869706,8.632054319351658e-11,2.0833000000000002e-05,100.9375
HS35MOD,1,0,21,92,-1.2499999867548324,1.688955046945003e-07,0.000335708,100.234375,1,1,2,5,-8.749997346908247,2.653084714032694e-06,2.5206999999999998e-05,100.046875,1,1,50,-8.750000000693987,7.3020942625845456e-09,2.1666e-05,100.21875
HS51,1,0,3,4,8.477192281475254e-09,7.626301220125358e-08,5.1417e-05,101.734375,1,1,0,1,-5.999999999999967,1.199999934421039e-06,2.0206000000000003e-05,100.828125,1,1,50,-6.000000000000001,2.089423086999933e-08,2.7624000000000002e-05,99.90625
HS52,1,0,4,5,5.298468425995952,1.4083361693749677e-07,5.075000000000001e-05,101.140625,1,1,3,6,-0.6733533767373755,1.0628607886873243e-07,2.5248999999999998e-05,100.5625,1,1,50,-0.6733524354511669,3.23211434597046e-11,2.8707e-05,100.4375
HS53,1,0,4,5,3.7360733061346063,2.5652092063878546e-08,5.4292e-05,100.703125,1,1,3,6,-1.9069769803178196,3.7216970211696554e-08,3.0957e-05,100.359375,1,1,25,-1.906974138520308,4.239780164513428e-06,2.4041e-05,100.109375
HS76,1,0,21,150,-4.681818181287839,3.780724052854481e-09,0.000575584,101.1875,1,1,4,11,-4.6818181901781415,1.8232286684204177e-08,3.2541e-05,101.90625,1,1,50,-4.681817614451218,4.077907657635047e-07,3.3541e-05,100.1875
HUES-MOD,0,4,1883,84272,34824463.873345,0.0002373366006771991,60.015494625,114.83354371921182,1,1,8,20,34824463.77527447,0.005057961706321813,0.023042915,121.3125,0,3,300,1e+30,21.47720565510747,0.067588791,112.375
HUESTIS,1,0,3,13,348244635959.1648,1.080940785593975e-07,0.0120085,112.15625,1,1,21,44,348244638718.7173,0.006443815615589654,0.037749416,120.5625,0,3,75,1e+30,451.9330197346037,0.020368540999999997,111.6875
KSIP,1,0,19,35,0.5757963646523239,8.199927312549185e-07,0.015904709,108.640625,1,1,8,31,0.575797289323914,1.752831657486631e-06,0.004874374,102.09375,1,1,9750,0.5757966427081465,1.8676944946172114e-06,0.380086374,91.15625
LASER,1,0,6,32,5847431.733581753,1.7177236946561843e-07,0.0321515,106.265625,1,1,15,68,2409601.325399873,0.00013482811169295047,0.017987540000000003,104.0625,1,1,125,2409600.8223030427,2.274457874368842e-05,0.004692541,103.53125
LISWET1,1,0,28,68,25.0028077792158,8.462991607265584e-07,0.26792929099999996,139.5234375,1,1,245,1708,-2500.1553386984506,1.022727959843918e-06,4.211913163999999,132.50411184210526,0,2,188519,-2500.406007916503,3.5581509967158917e-06,60.000721291000005,116.84375
LISWET10,1,0,25,65,25.00185618358455,8.495013886373964e-07,0.229929959,131.1875,1,1,40,209,-2500.9475559784087,2.022948080083225e-06,0.588270624,131.4171875,1,1,51075,-2500.948049332299,2.0975045657445887e-06,16.24548175,117.734375
LISWET11,1,0,25,62,24.999254831875078,8.913829456410571e-07,0.2445985,137.76953125,1,1,26,147,-2500.749545531532,1.8871541964376854e-06,0.41825774899999996,129.66964285714286,1,1,60150,-2500.7506181897866,2.097722587370439e-06,19.1171445,114.984375
LISWET12,1,0,26,56,24.998688300544018,9.115258318873557e-07,0.281466667,137.7875,1,1,175,1701,-2474.07076413204,1.1014314702130688e-06,4.133800915999999,132.2225,0,2,186083,-2500.750774129993,1.9513951413231042e-06,60.000633749,118.640625
LISWET2,1,0,25,67,24.997401167108364,8.342600346019218e-07,0.25355112500000004,135.90625,1,1,35,159,-1666.9921263687343,1.1151948283708783e-06,0.44914399899999996,130.671875,1,1,59100,-1666.9924998719473,1.9952038370814768e-06,18.919909999,117.09375
LISWET3,1,0,26,68,25.000726316363057,6.553479606252117e-07,0.23838704100000002,137.26953125,1,1,35,158,-1000.258856440592,1.1387214737558093e-06,0.42603937399999997,131.08705357142858,1,1,58475,-1000.259219983006,1.9948545444227144e-06,18.702832083,118.1875
LISWET4,1,0,25,65,24.999567846087757,8.314827547586263e-07,0.235865667,133.3203125,1,1,34,153,-714.5159808836387,8.190943407866564e-07,0.42445662399999995,131.296875,1,1,58250,-714.5163358241806,1.994810995322854e-06,18.655370916,116.453125
LISWET5,1,0,25,65,25.03370970436663,8.29894608477407e-07,0.24577675,135.45703125,1,1,26,126,-15976.16589247832,2.280410738483724e-06,0.37261354,131.93229166666666,1,1,17225,-15976.166328700703,3.71137449396743e-06,5.506167125,118.984375
LISWET6,1,0,25,65,24.995166270772643,8.336853414035921e-07,0.226750708,137.79166666666666,1,1,37,168,-2162.224350426666,1.2721850906142943e-06,0.472012832,131.14508928571428,1,1,49300,-2162.22474439134,2.097678335396316e-06,15.726692749,116.84375
LISWET7,1,0,25,66,25.002215991086814,8.345327288940768e-07,0.250945583,134.6171875,1,1,42,199,-2500.2572754359853,1.1797280182765744e-06,0.558869207,131.23263888888889,1,1,60425,-2500.2576853324863,1.9998867851766855e-06,19.359235916,119.859375
LISWET8,1,0,25,68,25.00217199487861,8.324081348451841e-07,0.248807209,136.83203125,1,1,34,157,-2500.257240275201,1.1730390148759751e-06,0.450086374,130.578125,1,1,60300,-2500.257730431732,1.999748039837957e-06,19.132528625000003,118.234375
LISWET9,1,0,25,66,25.001725116916532,8.485677707897257e-07,0.26436950000000004,137.3125,1,1,165,1757,-2457.538346494665,1.911732372909935e-06,4.1819492490000005,132.2734375,1,1,63375,-2500.2581692637887,1.99995028749158e-06,20.444727541,118.03125
LOTSCHD,1,0,21,127,2398.4158915423577,6.678712589370943e-08,0.0005337499999999999,101.75,1,1,12,28,2398.4157529392673,9.031201145975063e-05,9.7249e-05,100.671875,1,1,175,2398.4143264024315,2.3425836699152044e-05,9.0541e-05,99.546875
MOSARQP1,1,0,28,386,-952.9686102566375,1.4134446235863452e-07,0.325662459,108.028125,1,1,6,32,-952.8754420096203,2.402688714375767e-06,0.012937582,104.375,1,1,575,-952.8754444195737,2.8524315078826135e-06,0.039692332000000004,104.875
MOSARQP2,1,0,13,28,-1596.7062207641784,9.810363830689478e-07,0.013387583,102.796875,1,1,4,26,-1597.4821192242548,1.5854472007470477e-07,0.0052153320000000005,103.484375,1,1,225,-1597.48212021698,1.5547282152059892e-06,0.011641208,101.921875
POWELL20,1,0,30,963,44294114576.10939,9.799064106520444e-07,1.5285455,125.39603365384616,1,1,7261,14571,52089333761.32368,0.00549095710630354,17.571588624,123.52630471380472,0,8,189828,52034433151.67873,0.020975675755380507,60.00067325,116.921875
PRIMAL1,1,0,1,8,-0.03501321686757967,8.266596941954298e-07,0.0020535830000000003,101.640625,1,1,3,20,-0.03501296589708461,3.6269811320988055e-08,0.0033407059999999997,101.546875,1,1,75,-0.035012964839671486,2.8257352233801436e-07,0.002602791,100.984375
PRIMAL2,1,0,3,26,-0.03373367622519268,6.336829807630555e-09,0.008177958,104.375,1,1,4,24,-0.03373366688588175,3.581849705724949e-08,0.0066624150000000005,101.296875,1,1,50,-0.03373367611378219,2.4540057486088784e-11,0.003177957,101.75
PRIMAL3,1,0,4,37,-0.1357556913868931,9.795241742169278e-07,0.021716625,106.25,1,1,3,40,-0.13575583686436157,1.237023011801952e-09,0.018765457,104.015625,1,1,75,-0.1357558401184539,2.2411393637688376e-07,0.010188458000000001,103.1875
PRIMAL4,1,0,3,35,-0.7460908506310466,1.529371522685962e-08,0.014270125,105.453125,1,1,3,40,-0.7460908418956492,2.0528589939061703e-09,0.017639166,104.890625,1,1,125,-0.7460908445259042,6.081792901999061e-07,0.011392416,101.515625
PRIMALC1,1,0,9,35,-6155.25129610908,1.012740808126267e-07,0.001211292,102.1875,1,1,3,9,-6154.912184040492,0.003514453743364825,0.000456415,101.0625,0,5,525,-1e+30,769540.8526134107,0.005180416,99.4375
PRIMALC2,1,0,10,29,-3551.306838408069,9.780635447235664e-07,0.001066125,102.234375,1,1,3,9,-3550.8293719299945,0.004057311198098098,0.000388374,100.984375,0,5,450,-1e+30,667228.8116400382,0.003912791,100.234375
PRIMALC5,1,0,7,19,-427.23221949662616,5.325055508122034e-07,0.00103375,101.90625,1,1,3,8,-427.17487998058493,0.00027961982302516304,0.000503291,101.46875,0,5,75,-1e+30,100.25949776647589,0.001133874,100.578125
PRIMALC8,1,0,28,945,-18309.429789023758,6.991087128518454e-07,0.070265833,101.515625,1,1,3,10,-18307.533508730437,0.004301213834364234,0.001255914,102.296875,0,5,8425,-1e+30,88897.54663647003,0.174746291,100.515625
Q25FV47,1,0,61,1896,11016733.323561545,8.124392101191664e-09,15.954684542,144.93905673431735,1,1,43,1025,13744444.700920153,0.0007616491640564021,1.998902207,120.1065340909091,1,1,62275,13744447.95562193,0.007276235603095738,13.529378332,119.359375
QADLITTL,1,0,14,115,473772.2812252179,6.164497240445554e-07,0.011465584,101.53125,1,1,12,95,480318.54830195516,0.00022410237715271534,0.002101707,100.484375,1,1,2300,480319.2200923401,0.002542711479573224,0.005997083,100.5
QAFIRO,1,0,345,15927,-1.6630899916526065,2.9633745766598596e-09,0.251686709,102.59375,1,1,8,30,-1.5908249185671253,8.953244250444964e-06,0.00024308200000000001,101.359375,1,1,200,-1.590778705452883,5.126268490251995e-07,0.000199291,100.203125
QBANDM,1,0,12,199,15733.061172811496,2.3987072213410725e-07,0.213702792,103.625,1,1,15,272,16352.341088072659,0.0007075688001139217,0.036801207,101.859375,1,1,19975,16352.342904581357,0.0008218697847599069,0.345104208,101.25
QBEACONF,1,0,16,61,164712.6835967608,8.355367955125169e-07,0.030114667,103.078125,1,1,15,75,164712.06003456528,6.701622215950658e-05,0.007634665,100.59375,1,1,3450,164712.7120890567,0.0024530615756105482,0.044739333,100.515625
QBORE3D,1,0,24,137,3080.8811300215793,2.2900178087213537e-08,0.097371125,102.53125,1,1,18,113,3100.19301612506,0.0012892896988514512,0.009520165,101.3125,0,8,5921775,3100.6100064989064,0.03198478140852469,60.000046415999996,100.12149014778325
QBRANDY,1,0,16,150,26081.230530656958,5.102481801344323e-07,0.07711150000000001,101.234375,1,1,22,285,28374.63638460621,0.001945293746287535,0.024928832,100.5,1,1,38875,28375.087710661508,0.0026409966102424105,0.46598670799999997,99.5
QCAPRI,1,0,1645,56761,63459479.9341408,9.954324699065882e-07,25.993875415999998,104.14066051136363,1,1,42,572,66774754.19874133,0.0058312895549922986,0.067522457,102.09375,1,1,3191800,66793180.31791784,0.014573435183170199,47.554776374,100.34375
QE226,1,0,22,263,154.60008625088545,6.178078844763131e-07,0.214216792,102.64583333333333,1,1,8,239,205.54001879393977,6.21412391099696e-06,0.025715790999999998,102.03125,0,8,3551091,205.55192373780304,0.0025515690085649682,60.000037248999995,101.015625
QETAMACR,1,0,43,304,72819.7881887262,1.339238475027963e-07,0.5302859590000001,105.47222222222223,1,1,27,226,86759.50707193787,0.0002164809951819509,0.147749582,102.25,1,1,79550,86760.19689898615,9.600514279844242e-06,7.809573541,102.078125
QFFFFF80,1,0,16,322,865537.2259211112,1.165126513418058e-07,0.810463209,107.14302884615384,1,1,25,266,873049.7026772605,0.04997601957329715,0.106934041,104.546875,1,1,184075,873154.7765432381,0.00567690172720603,10.784500583,100.6875
QFORPLAN,1,0,107,1941,6419953270.7203245,9.108793969274983e-07,0.984930708,103.9990234375,1,1,29,428,7456610121.557367,3.3741726541261685,0.056601248,100.96875,1,1,2857200,7456616554.048579,0.0002534990366029888,49.597004374,101.40625
QGFRDXPN,1,0,43,841,94975575351.83067,9.264336705220784e-07,0.5611339590000001,103.56423611111111,1,1,27,288,100790586109.21646,0.08347844856781202,0.065384581,102.6875,1,1,471650,100790584650.26138,0.06645796910476362,10.928638208,101.28125
QGROW15,1,0,53,1500,-101693641.688288,7.664943491911821e-07,0.960452292,105.4765625,1,1,7,482,-101693645.05847943,0.01665695211354342,0.101762332,101.546875,0,8,1929667,-101702211.57938251,389.43743509920347,60.000079958,90.77870496051332
QGROW22,1,0,52,1523,-149628972.41178724,9.51616186427705e-07,1.6621552910000001,109.24888392857143,1,1,9,681,-149628984.6821781,0.03987106818057248,0.21408258100000002,102.15625,0,8,1286853,-149573309.44630682,311.1580622543373,60.0001225,89.83579908956693
QGROW7,1,0,55,1459,-42798716.12777353,9.899248416092626e-07,0.307505584,101.93125,1,1,3,108,-42798691.57210706,0.09183740023056722,0.010809582,99.875,1,1,287975,-42798690.134863466,0.7286203087438526,4.061883749000001,100.9375
QISRAEL,1,0,11,93,23490396.79445496,6.073368772521508e-07,0.022098375,101.890625,1,1,10,97,25347835.380718473,0.13644992155772281,0.004969373,99.9375,1,1,112725,25347838.300993018,0.025961765397206377,1.005015083,101.703125
QPCBLEND,1,0,21,66,-0.007843148422647831,4.020903392480804e-07,0.003718167,101.0,1,1,8,49,-0.007844866628003965,2.3882798576012136e-07,0.001095999,101.40625,1,1,1950,-0.007843196016759858,5.34918253522707e-07,0.006172291,100.84375
QPCBOEI1,1,0,15,116,11503889.121754754,3.730909877113464e-07,0.020889042,101.71875,1,1,27,102,11503910.679773314,0.003241252894387504,0.012738415,100.859375,1,1,14300,11503891.160087863,0.0039194630982813715,0.290303208,101.109375
QPCBOEI2,1,0,640,30419,8171950.961393233,9.97915859199647e-07,0.7177612910000001,101.7421875,0,-3,34,109,0.0,13.992618166321689,0.004604499,101.46875,0,3,60125,1e+30,0.07503410917119392,0.373548458,100.28125
QPCSTAIR,1,0,35,419,6204308.511371534,9.0790070489417e-07,0.08858304200000001,101.71875,1,1,58,181,6204387.476040235,0.000102544162646629,0.02711204,99.78125,1,1,4075,6204381.081574964,0.0037843810197217354,0.107394375,100.828125
QPILOTNO,1,0,128,5054,4613986.008508611,9.70879124838489e-07,20.737210417,120.61854522792022,1,1,35,774,4728586.6461463515,0.026988785253107155,0.918183915,105.89375,0,8,441496,4728104.61689635,0.044424586663420536,60.000181957,102.078125
QPTEST,1,0,3,5,4.009680882483663,5.884512718247359e-07,6.500000000000001e-05,100.640625,1,1,3,7,4.371886847690245,2.7713878246806724e-06,2.7831e-05,100.390625,1,1,75,4.371875000034403,2.9616197457533726e-10,2.4957e-05,102.515625
QRECIPE,1,0,3,22,-266.6159992081831,5.7567954198036205e-08,0.001420292,102.109375,1,1,4,25,-266.6159285066268,7.975684766456744e-06,0.000906707,101.34375,1,1,300,-266.61599261419036,1.6118898855665975e-06,0.001524916,102.140625
QSC205,1,0,11,31,-0.006016765143246933,5.8129530699780145e-09,0.005808542,102.234375,1,1,4,34,-0.00581484635058647,7.540817509074015e-07,0.00183029,99.6875,1,1,200,-0.0058140237176510364,4.933837852709895e-07,0.001354999,101.375
QSCAGR25,1,0,21,502,188116540.04047406,4.3953303408188025e-07,0.37557658400000005,103.55989583333333,1,1,19,277,201737941.33913258,0.0009258424672788053,0.033120039999999996,102.3125,1,1,21850,201738264.2777991,0.051672416382753196,0.286663333,102.03125
QSCAGR7,1,0,15,291,25622635.101128295,2.787898233799426e-07,0.029586875,101.75,1,1,11,132,26865927.951936785,0.0014142579177176852,0.004442291,99.34375,0,8,17642764,26865468.962208882,0.20491617384469807,60.000023416000005,93.19258004926108
QSCFXM1,1,0,31,601,12300184.757367203,2.7749006811985057e-07,0.617260708,103.509375,1,1,23,258,16882688.43437653,0.004340391451759029,0.038256666,100.828125,1,1,115575,16882696.49698507,0.014107205756822524,2.097730791,99.8125
QSCFXM2,1,0,72,1241,20436516.51152966,4.077647215243142e-07,2.71437625,107.9125,1,1,28,378,27776425.100651115,0.008775195521903388,0.119360457,103.1484375,1,1,95250,27776246.250413857,0.024187502309732177,3.534189125,101.625
QSCFXM3,1,0,80,1481,23322170.303601913,7.153698439905969e-07,5.158132375,112.8110632183908,1,1,30,470,30816493.04110246,0.0006405880321886557,0.219794457,105.32291666666667,1,1,71025,30816462.261566896,0.020182761338905758,3.9839911659999996,102.671875
QSCORPIO,1,0,32,110,1880.4170402267744,2.2750215691915293e-11,0.08243983299999999,103.4375,0,-3,7,75,0.0,0.00017328598395983247,0.007975582,100.78125,0,8,5706927,1880.2873396700209,0.0058374239985017435,60.000037333,71.87436884236453
QSCRS8,1,0,31,441,904.5586063438733,6.023488689476034e-08,0.681427125,103.890625,1,1,8,270,904.5602850558504,0.0013738382157267596,0.07359516499999999,101.640625,1,1,158175,904.5657725260388,0.005186395555067505,4.641460458,101.015625
QSCSD1,1,0,25,63,8.666666674248324,8.673463816208571e-07,0.059598,103.0,1,1,6,99,8.666665230088045,3.33997922985853e-06,0.014018207,103.125,1,1,1575,8.66666556102771,1.7987164676989734e-06,0.026773625000000002,100.84375
